GEO_ID,YEAR,TREATED,YEAR_TREATED,REL_YEAR,HRTDISEASE,INSURANCERATE,LOGPOP,LOGEMPLOY,OBESITY,PERCELIGIBLE
1001,2010,FALSE,999999,Inf,61.1,86.4,10.880967452722706,10.604850887867414,35.3,43.930725220349466
1001,2011,FALSE,999999,Inf,64.1,86.1,10.895701750414418,10.624031004577834,34.9,44.94163424124514
1001,2012,FALSE,999999,Inf,62.6,87.2,10.907605994775803,10.640651618512848,36.3,44.93320299771913
1001,2013,FALSE,999999,Inf,70.4,86.6,10.91339612392334,10.650791424048029,37.7,43.05052730993231
1001,2014,FALSE,999999,Inf,79.8,89,10.917558139327657,10.657541667999595,38.65,42.33492822966507
1001,2015,FALSE,999999,Inf,80,90.6,10.919098594700833,10.664316745782925,39.6,41.367637102234255
1001,2016,FALSE,999999,Inf,79.8,91.5,10.915978976681568,10.662235190180022,41,40.954522738630686
1001,2017,FALSE,999999,Inf,80.1,91.3,10.915742795547708,10.668350560637672,42.4,39.5797703396042
1001,2018,FALSE,999999,Inf,81.1,90,10.918718232265189,10.677477120940177,43.8,40.08097165991903
1001,2019,FALSE,999999,Inf,84.6,90.6,10.921973796724952,10.690876160169422,43.8,39.12047640861201
1003,2010,FALSE,999999,Inf,69.5,80.9,12.07705106838348,11.847803574502905,35.3,45.18295669208703
1003,2011,FALSE,999999,Inf,67,83.4,12.098058612406785,11.869410390856672,34.9,45.00277623542476
1003,2012,FALSE,999999,Inf,67.3,84.2,12.118475642549658,11.891649530553916,36.3,45.84051193699237
1003,2013,FALSE,999999,Inf,65.8,82.6,12.139473335758932,11.915546532626658,37.7,43.5049598488427
1003,2014,FALSE,999999,Inf,69.2,83.9,12.16110142988513,11.93707492828252,38.65,43.055770122045416
1003,2015,FALSE,999999,Inf,69.3,88.5,12.18137515792792,11.960037826978432,39.6,43.69366967095088
1003,2016,FALSE,999999,Inf,68.7,89.3,12.203619639369109,11.984808576881369,41,40.94625838831557
1003,2017,FALSE,999999,Inf,67.5,88.7,12.22273308642328,12.006151113819213,42.4,37.64318217479994
1003,2018,FALSE,999999,Inf,61.6,86.8,12.245807649490189,12.030003501601891,43.8,35.59135039717564
1003,2019,FALSE,999999,Inf,56.3,89.1,12.26824900395685,12.056975010872854,43.8,31.972753471312547
1005,2010,FALSE,999999,Inf,56.4,81.5,10.229151590440738,10.007532202822729,35.3,55.79058699101005
1005,2011,FALSE,999999,Inf,54.1,81.1,10.223612613477275,10.00446346987613,34.9,56.666666666666664
1005,2012,FALSE,999999,Inf,60.2,82.5,10.220813375077594,10.005863619152995,36.3,56.6320645905421
1005,2013,FALSE,999999,Inf,48.7,82.5,10.215410916235928,10.001339952703631,37.7,55.7367501456028
1005,2014,FALSE,999999,Inf,55.8,84.7,10.207989868218158,9.991956200523736,38.65,54.65669612508498
1005,2015,FALSE,999999,Inf,56.3,86.7,10.201070449665172,9.988976938551543,39.6,55.03626107977438
1005,2016,FALSE,999999,Inf,64.5,87.5,10.189192672103689,9.97469131154246,41,54.30728241563055
1005,2017,FALSE,999999,Inf,71.1,87.8,10.173552856959745,9.963688555226884,42.4,52.62172284644194
1005,2018,FALSE,999999,Inf,63,86.5,10.15743185300305,9.949798455399378,43.8,51.73160173160173
1005,2019,FALSE,999999,Inf,57.9,87,10.14096783995039,9.93479240236454,43.8,48.86052871467639
1007,2010,FALSE,999999,Inf,91,82.3,10.026147565272016,9.796069365768837,35.3,48.641819330385346
1007,2011,FALSE,999999,Inf,75.8,84,10.03214458474439,9.8001804826702,34.9,48.39051998585073
1007,2012,FALSE,999999,Inf,64.2,84.9,10.033155240658164,9.805709329617423,36.3,50.513894175866
1007,2013,FALSE,999999,Inf,58,84.9,10.032496233099662,9.82037764581312,37.7,48.44290657439446
1007,2014,FALSE,999999,Inf,61.6,86.4,10.028047572471536,9.824823061352443,38.65,48.51485148514851
1007,2015,FALSE,999999,Inf,60.3,88.1,10.025882160749736,9.816785218696834,39.6,50.6660088801184
1007,2016,FALSE,999999,Inf,64.1,90.3,10.02446547908903,9.825309771472105,41,45.99027946537059
1007,2017,FALSE,999999,Inf,63.8,89.8,10.024819837703651,9.820920828879164,42.4,45.45454545454545
1007,2018,FALSE,999999,Inf,65.7,89.4,10.022469868767994,9.823903073193286,43.8,43.99092970521542
1007,2019,FALSE,999999,Inf,67,89,10.0209594286763,9.825093485108116,43.8,42.872807017543856
1009,2010,FALSE,999999,Inf,70.9,80.7,10.945388386286796,10.700183608724632,35.3,45.88814030584964
1009,2011,FALSE,999999,Inf,70,81.9,10.953259675784764,10.708399696426891,34.9,46.72419666174633
1009,2012,FALSE,999999,Inf,70.3,81.7,10.958948747548254,10.71883024168178,36.3,47.13995026000452
1009,2013,FALSE,999999,Inf,69.6,82.4,10.961677072538292,10.725071922271374,37.7,47.20065866854858
1009,2014,FALSE,999999,Inf,68.2,83.5,10.962058791667054,10.728408331705516,38.65,47.61480727642793
1009,2015,FALSE,999999,Inf,68.4,86,10.963185747705012,10.732890536141944,39.6,48.721440459978815
1009,2016,FALSE,999999,Inf,66.2,87.9,10.96308177418351,10.736548837807,41,46.213183730715286
1009,2017,FALSE,999999,Inf,64.6,86.6,10.96244036514192,10.734743135213703,42.4,43.88125690825833
1009,2018,FALSE,999999,Inf,64.9,85.9,10.962058791667054,10.734547140047622,43.8,40.66546221017766
1009,2019,FALSE,999999,Inf,65.5,85.7,10.962683108840446,10.734372889867489,43.8,38.72129671319225
1011,2010,FALSE,999999,Inf,92.2,83.8,9.298625936843544,9.076008659180893,35.3,58.21011673151752
1011,2011,FALSE,999999,Inf,83.1,84.3,9.294405747093853,9.084550365917885,34.9,59.166666666666664
1011,2012,FALSE,999999,Inf,75.4,82.5,9.285355075781627,9.069352678675203,36.3,58.29493087557603
1011,2013,FALSE,999999,Inf,71.2,81.2,9.282288871288769,9.070273383079064,37.7,59.505300353356894
1011,2014,FALSE,999999,Inf,70.8,82.7,9.277344600756656,9.063347348235522,38.65,59.43896891584534
1011,2015,FALSE,999999,Inf,67.2,85.5,9.275940829060133,9.06566136060674,39.6,57.592592592592595
1011,2016,FALSE,999999,Inf,72.1,86.8,9.26407069439715,9.053335623166015,41,55.81643543223053
1011,2017,FALSE,999999,Inf,73.3,88.6,9.257033099968163,9.04981944514108,42.4,53.54919053549191
1011,2018,FALSE,999999,Inf,74.9,88.1,9.244935016740682,9.037533407550814,43.8,54.11042944785276
1011,2019,FALSE,999999,Inf,81.4,88.9,9.234837843576573,9.033006356693267,43.8,52.3936170212766
1013,2010,FALSE,999999,Inf,80.1,82.9,9.947265174882016,9.70216664573239,35.3,55.26758667115449
1013,2011,FALSE,999999,Inf,87.7,83.6,9.945588728554764,9.705889908189658,34.9,55.76168391009632
1013,2012,FALSE,999999,Inf,80.4,83.4,9.939337205429826,9.697815482133922,36.3,56.153013352580295
1013,2013,FALSE,999999,Inf,92.7,84.3,9.934210725178968,9.695355758842355,37.7,56.59509202453987
1013,2014,FALSE,999999,Inf,95.4,85.6,9.929301487429107,9.69683231872672,38.65,56.61641541038526
1013,2015,FALSE,999999,Inf,122,87.8,9.921032731751875,9.693692018741418,39.6,56.15615615615616
1013,2016,FALSE,999999,Inf,110.5,89.3,9.91739045770512,9.686760869017997,41,52.67175572519084
1013,2017,FALSE,999999,Inf,100,88.8,9.909767790493278,9.685207156887904,42.4,51.39283683911313
1013,2018,FALSE,999999,Inf,100.3,88.1,9.90473677193656,9.678467241209058,43.8,51.25136017410229
1013,2019,FALSE,999999,Inf,102.5,88.4,9.894850359140465,9.671114035843228,43.8,47.863247863247864
1015,2010,FALSE,999999,Inf,105.7,83.9,11.671201907834636,11.44492495806948,35.3,53.80653266331659
1015,2011,FALSE,999999,Inf,91.2,83.1,11.675163354980103,11.447970857280652,34.9,53.33973474164316
1015,2012,FALSE,999999,Inf,87.2,84.7,11.677032133343278,11.450837272656807,36.3,52.67725010090138
1015,2013,FALSE,999999,Inf,86,84,11.676013232648884,11.450964951247409,37.7,52.16769580760481
1015,2014,FALSE,999999,Inf,88,85.8,11.671517695064946,11.447746738945234,38.65,52.100716237170495
1015,2015,FALSE,999999,Inf,88.4,88.6,11.66691613199612,11.44406829856064,39.6,49.572649572649574
1015,2016,FALSE,999999,Inf,81.8,88.8,11.660336340398713,11.442814111072106,41,47.58328519160408
1015,2017,FALSE,999999,Inf,81.9,88.1,11.657259547858684,11.441944905053129,42.4,45.46774339896561
1015,2018,FALSE,999999,Inf,73.9,88.9,11.653539218364394,11.44060205338682,43.8,42.96675191815857
1015,2019,FALSE,999999,Inf,83.2,88.1,11.649360138991709,11.43912821376852,43.8,41.86867279650785
1017,2010,FALSE,999999,Inf,108.4,81.2,10.451001840369164,10.222740963825228,35.3,51.99098422238918
1017,2011,FALSE,999999,Inf,104,82.1,10.445084834968872,10.223358460802768,34.9,52.92716808890653
1017,2012,FALSE,999999,Inf,92.3,84,10.440799301537943,10.21698355988089,36.3,52.423497878043335
1017,2013,FALSE,999999,Inf,77,83.2,10.438371441395187,10.221977646629885,37.7,52.04752811372798
1017,2014,FALSE,999999,Inf,76.1,85.1,10.436788698817288,10.225752194718146,38.65,52.9839883551674
1017,2015,FALSE,999999,Inf,68.8,86.7,10.436436637789742,10.221650332241497,39.6,53.41343528126706
1017,2016,FALSE,999999,Inf,65.8,89.3,10.434645075274036,10.220267155811603,41,49.791376912378304
1017,2017,FALSE,999999,Inf,57,88.1,10.431022789865066,10.220012151347644,42.4,48.285536159601
1017,2018,FALSE,999999,Inf,65.1,88.4,10.428985016533987,10.22759798160146,43.8,46.377749029754206
1017,2019,FALSE,999999,Inf,68.2,87.8,10.424065467744796,10.218407775433768,43.8,43.10887350534928
1019,2010,FALSE,999999,Inf,94.9,81.2,10.154246270883313,9.946259644379998,35.3,50.52763819095477
1019,2011,FALSE,999999,Inf,98.4,82.8,10.158865933983696,9.950609659604863,34.9,52.98651252408478
1019,2012,FALSE,999999,Inf,90.1,83.3,10.162654403026997,9.95441828120467,36.3,51.27983894161634
1019,2013,FALSE,999999,Inf,84.2,83.5,10.167158655026403,9.962935011179548,37.7,50.02908667830134
1019,2014,FALSE,999999,Inf,82.2,85.4,10.167465898288674,9.96688479766592,38.65,49.832663989290495
1019,2015,FALSE,999999,Inf,81.1,88.3,10.16615946198374,9.963735632881486,39.6,51.33757961783439
1019,2016,FALSE,999999,Inf,70.9,88.1,10.161882410862972,9.96401805227616,41,48.01352493660186
1019,2017,FALSE,999999,Inf,64.6,88.8,10.16025928483032,9.970538539785736,42.4,45.06534474988734
1019,2018,FALSE,999999,Inf,65,86.5,10.16018192736142,9.968760179152325,43.8,43.624161073825505
1019,2019,FALSE,999999,Inf,74.5,87,10.162114071095669,9.970678802076453,43.8,41.627906976744185
1021,2010,FALSE,999999,Inf,93.7,80,10.671765396408588,10.418524297073583,35.3,50.86218419997327
1021,2011,FALSE,999999,Inf,88.9,79.8,10.679228031399926,10.429812439749044,34.9,52.58209745762712
1021,2012,FALSE,999999,Inf,85.7,80.8,10.683064691094437,10.434233443737249,36.3,52.091521617069056
1021,2013,FALSE,999999,Inf,89.5,80.8,10.686109739523676,10.439395956669582,37.7,51.07127853241843
1021,2014,FALSE,999999,Inf,89,82.3,10.68695521229612,10.439834713532196,38.65,51.28712871287129
1021,2015,FALSE,999999,Inf,80.5,84.8,10.687822792259214,10.444299071792376,39.6,53.09655541674103
1021,2016,FALSE,999999,Inf,74.5,85.8,10.687777148916288,10.448424705930886,41,49.1989963327543
1021,2017,FALSE,999999,Inf,66.2,86.2,10.687503245100464,10.44897543856412,42.4,48.85343968095713
1021,2018,FALSE,999999,Inf,61.1,83.7,10.690352736969825,10.449178263628198,43.8,47.875210792580106
1021,2019,FALSE,999999,Inf,59.5,86.3,10.69319413230083,10.458148227006143,43.8,44.56456456456456
1023,2010,FALSE,999999,Inf,120.7,82.1,9.55470991405776,9.329100707697023,35.3,51.465474416294086
1023,2011,FALSE,999999,Inf,101,82.4,9.543449817892206,9.321613374385612,34.9,51.19170984455958
1023,2012,FALSE,999999,Inf,118.1,83.9,9.535173710058755,9.315060682746584,36.3,51.90449118817509
1023,2013,FALSE,999999,Inf,122.5,84,9.524201756211266,9.312264991698108,37.7,50
1023,2014,FALSE,999999,Inf,112.8,85.7,9.51384657977485,9.307013259236443,38.65,49.76805831676607
1023,2015,FALSE,999999,Inf,115.9,88.2,9.502636781978708,9.296518068217235,39.6,49.63084495488105
1023,2016,FALSE,999999,Inf,121.4,88.7,9.494541392591309,9.2927495082169,41,49.647887323943664
1023,2017,FALSE,999999,Inf,128.2,88.7,9.48706260419162,9.291920358968603,42.4,46.17437722419929
1023,2018,FALSE,999999,Inf,120,86.5,9.478457288933123,9.287301413112312,43.8,46.095526914329035
1023,2019,FALSE,999999,Inf,141.5,87.8,9.46691869937663,9.276596167753247,43.8,43.350604490500864
1025,2010,FALSE,999999,Inf,96.1,83.4,10.17561172607196,9.92446595892132,35.3,55.549311604383256
1025,2011,FALSE,999999,Inf,88.6,81.6,10.167619484527648,9.918228370857626,34.9,55.09164969450102
1025,2012,FALSE,999999,Inf,84,83,10.156888691011035,9.912744573798804,36.3,53.32386363636363
1025,2013,FALSE,999999,Inf,86,84.2,10.149292386393418,9.90797745780898,37.7,53.47985347985348
1025,2014,FALSE,999999,Inf,90.1,84.9,10.139784221095251,9.912843647460154,38.65,55.403645833333336
1025,2015,FALSE,999999,Inf,86.2,87.4,10.12942719115234,9.909867159500168,39.6,54.011976047904184
1025,2016,FALSE,999999,Inf,86.3,88.6,10.120492299890929,9.903887472557455,41,53.31230283911672
1025,2017,FALSE,999999,Inf,86.3,88.1,10.11151746604029,9.896613983592957,42.4,51.289899431569744
1025,2018,FALSE,999999,Inf,90.3,87.4,10.10180548241468,9.891566781640435,43.8,51.15984816533108
1025,2019,FALSE,999999,Inf,111.5,88,10.091128270807683,9.880628258390043,43.8,46.94431869624264
1027,2010,FALSE,999999,Inf,148.8,81.2,9.5496656775798,9.32607687045878,35.3,53.92202912165336
1027,2011,FALSE,999999,Inf,131.4,80.8,9.547526639331052,9.323311850635344,34.9,53.84615384615385
1027,2012,FALSE,999999,Inf,113.7,81.2,9.534450801041515,9.30810208975868,36.3,52.544031311154605
1027,2013,FALSE,999999,Inf,92.8,80.7,9.5253700659462,9.30610499396056,37.7,51.646778042959426
1027,2014,FALSE,999999,Inf,90.2,82.2,9.519074291124577,9.305377787310936,38.65,51.55925155925157
1027,2015,FALSE,999999,Inf,89.2,85.6,9.513181956185786,9.299541017434484,39.6,53.50194552529183
1027,2016,FALSE,999999,Inf,94.5,86.6,9.509184911634074,9.30091207016057,41,50.98870056497176
1027,2017,FALSE,999999,Inf,98.8,86.1,9.50353223760156,9.294497679982904,42.4,46.47018505825909
1027,2018,FALSE,999999,Inf,85.3,84.1,9.501366845678351,9.291274989472182,43.8,46.9412477286493
1027,2019,FALSE,999999,Inf,78.2,85.6,9.498297406622395,9.291090521661292,43.8,41.68918918918919
1029,2010,FALSE,999999,Inf,60.9,82.4,9.60393530751386,9.36768594269996,35.3,50.04541326067211
1029,2011,FALSE,999999,Inf,54.4,83.3,9.60784051043005,9.37441309371334,34.9,48.71670702179177
1029,2012,FALSE,999999,Inf,56.8,84,9.609452006112171,9.371608519572304,36.3,48.99328859060403
1029,2013,FALSE,999999,Inf,66.6,83.3,9.61213207471804,9.377548290960087,37.7,47.16242661448141
1029,2014,FALSE,999999,Inf,71.4,85.7,9.615138591096644,9.374073563958785,38.65,46.697300402067775
1029,2015,FALSE,999999,Inf,68.2,87.9,9.615938804529582,9.380926672551716,39.6,46.894197952218434
1029,2016,FALSE,999999,Inf,69,88.1,9.615205300012317,9.378055776380776,41,44.21864050455501
1029,2017,FALSE,999999,Inf,66.5,86.7,9.611730522042317,9.379492254721496,42.4,43.333333333333336
1029,2018,FALSE,999999,Inf,69.4,86.4,9.611663580917012,9.37982994995476,43.8,41.34319162045594
1029,2019,FALSE,999999,Inf,64,87.2,9.610189741298711,9.387816877106935,43.8,38.44621513944223
1031,2010,FALSE,999999,Inf,74.9,81.9,10.786200818144286,10.544288252723865,35.3,47.942708333333336
1031,2011,FALSE,999999,Inf,75.4,82.7,10.804075640682992,10.562043288326452,34.9,49.32972241029113
1031,2012,FALSE,999999,Inf,74.8,84,10.81909805310542,10.57689110405946,36.3,46.741963509991315
1031,2013,FALSE,999999,Inf,70.5,83.3,10.829094751047633,10.589509408153484,37.7,47.2097588334268
1031,2014,FALSE,999999,Inf,67,85,10.834193878644593,10.597858983395763,38.65,46.24468587623996
1031,2015,FALSE,999999,Inf,70.7,88.1,10.8373038112761,10.600651654454008,39.6,47.19322434508568
1031,2016,FALSE,999999,Inf,73.5,89.2,10.839404425545462,10.603684822708557,41,43.7922758018765
1031,2017,FALSE,999999,Inf,80.9,88,10.841011260818291,10.606981025150215,42.4,40.345429846691246
1031,2018,FALSE,999999,Inf,87.2,87.5,10.845212085667091,10.609304136196736,43.8,38.21608509050196
1031,2019,FALSE,999999,Inf,87.6,87,10.8524777805733,10.615333810528558,43.8,36.8665239114918
1033,2010,FALSE,999999,Inf,57.3,85.3,10.904964663771006,10.686841000982222,35.3,49.785801713586295
1033,2011,FALSE,999999,Inf,56.8,85,10.90555222943001,10.68878082152957,34.9,51.258376768428896
1033,2012,FALSE,999999,Inf,55.2,85.7,10.905056493665374,10.691012660306134,36.3,49.75632762144317
1033,2013,FALSE,999999,Inf,52.8,85.5,10.905148315127787,10.695801104590572,37.7,48.74941743048004
1033,2014,FALSE,999999,Inf,53.1,87,10.90579082939994,10.696118011581024,38.65,49.07198612315698
1033,2015,FALSE,999999,Inf,54,89.4,10.904927929451963,10.69584638316702,39.6,48.61320146205117
1033,2016,FALSE,999999,Inf,53.2,90.3,10.903696549323756,10.695869021686462,41,45.77114427860697
1033,2017,FALSE,999999,Inf,44.6,90.3,10.90476260831528,10.697294216195251,42.4,42.508297771455666
1033,2018,FALSE,999999,Inf,44.2,88.7,10.905864233323411,10.699371810547186,43.8,41.49108589951378
1033,2019,FALSE,999999,Inf,43.5,89.2,10.91091613578162,10.703581490007773,43.8,38.63588222834145
1035,2010,FALSE,999999,Inf,74.9,81.4,9.501665799342762,9.24048152888817,35.3,57.98110392839383
1035,2011,FALSE,999999,Inf,84.7,81,9.494466128225186,9.2387334464774,34.9,58.73953717380601
1035,2012,FALSE,999999,Inf,82.4,81.8,9.48706260419162,9.250330020192342,36.3,60.88328075709779
1035,2013,FALSE,999999,Inf,95.6,81.6,9.480672806092851,9.24541789858888,37.7,58.87309110057926
1035,2014,FALSE,999999,Inf,99.9,83.4,9.471550124096847,9.244645175668174,38.65,59.940119760479035
1035,2015,FALSE,999999,Inf,103.2,85.3,9.462265724715843,9.237955539009157,39.6,60.46671242278655
1035,2016,FALSE,999999,Inf,98.2,87.2,9.449121024069791,9.224539091375997,41,58.77551020408164
1035,2017,FALSE,999999,Inf,101.2,88,9.44533343964754,9.22207129485188,42.4,55.60382276281495
1035,2018,FALSE,999999,Inf,101.7,87.5,9.43460329655831,9.225426009394225,43.8,50.34305317324185
1035,2019,FALSE,999999,Inf,118.3,87.8,9.424967763522051,9.219696466900208,43.8,47.931654676258994
1037,2010,FALSE,999999,Inf,80.1,83.2,9.347490210123416,9.140025198061156,35.3,55.08793969849246
1037,2011,FALSE,999999,Inf,75.5,83.9,9.33282345619073,9.129780864117766,34.9,54.78615071283096
1037,2012,FALSE,999999,Inf,63.6,83.3,9.33300038471207,9.140561477368266,36.3,55.73440643863179
1037,2013,FALSE,999999,Inf,54.4,82.6,9.32349046990884,9.132919225007598,37.7,53.14730694354315
1037,2014,FALSE,999999,Inf,50.7,84.5,9.327856705404022,9.146654820290047,38.65,53.11795642374155
1037,2015,FALSE,999999,Inf,42.2,86.5,9.30810208975868,9.130214327496898,39.6,54.48154657293497
1037,2016,FALSE,999999,Inf,42.2,86.7,9.293209849798478,9.119540007649686,41,51.50410209662717
1037,2017,FALSE,999999,Inf,45.7,87,9.301551252029569,9.137231900155545,42.4,47.75977121067683
1037,2018,FALSE,999999,Inf,53.2,87.4,9.292381082312392,9.129889247578555,43.8,46.360917248255234
1037,2019,FALSE,999999,Inf,57.8,88.7,9.283311984432006,9.120415664448196,43.8,44.668911335578
1039,2010,FALSE,999999,Inf,70.9,82.5,10.534972072703969,10.314437590874862,35.3,51.679104477611936
1039,2011,FALSE,999999,Inf,70.3,82.3,10.538369824964098,10.320387038269956,34.9,52.038193169298566
1039,2012,FALSE,999999,Inf,69.5,82.7,10.540143743537802,10.324760390849804,36.3,53.55855000948947
1039,2013,FALSE,999999,Inf,60,83,10.541306995486556,10.327937960555372,37.7,51.38024883359253
1039,2014,FALSE,999999,Inf,61.6,84.6,10.54220494610679,10.329343350292026,38.65,49.62438291478858
1039,2015,FALSE,999999,Inf,71.7,87.7,10.542336929688224,10.326104719461858,39.6,50.50258082042923
1039,2016,FALSE,999999,Inf,79.7,87.7,10.53818430849898,10.321967597721788,41,47.45529573590097
1039,2017,FALSE,999999,Inf,92.2,87.9,10.532602750312952,10.317879365460811,42.4,44.4791370990633
1039,2018,FALSE,999999,Inf,89.1,87.8,10.528114963964263,10.312512981839047,43.8,43.07604994324631
1039,2019,FALSE,999999,Inf,89.6,87.5,10.524064040261235,10.308052255401128,43.8,40.29933481152994
1041,2010,FALSE,999999,Inf,71.9,81.1,9.541656481448024,9.296793259706382,35.3,51.84678522571819
1041,2011,FALSE,999999,Inf,75.7,80.8,9.542374201998465,9.302372457422676,34.9,51.92307692307693
1041,2012,FALSE,999999,Inf,74.5,83.6,9.544739031650488,9.305650551780507,36.3,52.002080083203325
1041,2013,FALSE,999999,Inf,77.6,83.3,9.543593145970425,9.311090275076326,37.7,51.1724856696196
1041,2014,FALSE,999999,Inf,77.6,83.7,9.542374201998465,9.312626165516932,38.65,51.445396145610275
1041,2015,FALSE,999999,Inf,81.6,87.2,9.542374201998465,9.315690887584008,39.6,51.09739368998628
1041,2016,FALSE,999999,Inf,73.7,88.5,9.53935630792094,9.315690887584008,41,48.80123743232792
1041,2017,FALSE,999999,Inf,81.5,87.7,9.537195079502435,9.316770315592027,42.4,46.28279883381924
1041,2018,FALSE,999999,Inf,82.9,87.2,9.537122958049878,9.315240781801553,43.8,45.20451339915374
1041,2019,FALSE,999999,Inf,86.8,86.6,9.535607204755236,9.315960853839869,43.8,41.46838885112169
1043,2010,FALSE,999999,Inf,89.9,81.1,11.289044141569107,11.053743074356076,35.3,51.02056962025316
1043,2011,FALSE,999999,Inf,80.9,82.1,11.292852195513236,11.05986547805438,34.9,50.576537433155075
1043,2012,FALSE,999999,Inf,80.7,81.9,11.294806767903763,11.063884574145188,36.3,50.25520876914066
1043,2013,FALSE,999999,Inf,81.2,81.2,11.296000040969249,11.069649449465471,37.7,49.28198957079823
1043,2014,FALSE,999999,Inf,76.1,83.6,11.298097245259733,11.075024971218792,38.65,49.6416099981621
1043,2015,FALSE,999999,Inf,67.6,85.9,11.301772241507573,11.080834000794354,39.6,49.702949289200085
1043,2016,FALSE,999999,Inf,62.3,87.2,11.306098078140955,11.085521449343313,41,46.76477458537725
1043,2017,FALSE,999999,Inf,60.2,87.3,11.310845999880184,11.089377849311298,42.4,42.29543039319872
1043,2018,FALSE,999999,Inf,61.6,86.2,11.31828433287873,11.095575005062832,43.8,40.46621549038565
1043,2019,FALSE,999999,Inf,74.6,86.6,11.324823232217248,11.102699039760354,43.8,36.27886323268206
1045,2010,FALSE,999999,Inf,73.3,85.1,10.814363651708785,10.566458990586012,35.3,50.275200503223786
1045,2011,FALSE,999999,Inf,70.7,84.4,10.81817700304331,10.570675693925978,34.9,50.20383512003623
1045,2012,FALSE,999999,Inf,70.4,85.3,10.822354961923732,10.576432025778551,36.3,49.67110540670624
1045,2013,FALSE,999999,Inf,64.8,85.1,10.821816206435848,10.58347350281825,37.7,49.23719286976072
1045,2014,FALSE,999999,Inf,60.8,86.2,10.82003825061614,10.581774870189047,38.65,49.329805996472665
1045,2015,FALSE,999999,Inf,63.4,88.5,10.81709468678108,10.578903459065758,39.6,48.6923240484797
1045,2016,FALSE,999999,Inf,64.2,89,10.811887231787512,10.579946251809838,41,48.9237668161435
1045,2017,FALSE,999999,Inf,68.4,90.3,10.807563992730705,10.57574301295352,42.4,46.649616368286445
1045,2018,FALSE,999999,Inf,64.5,89,10.80476616428978,10.57203461622784,43.8,46.162631338510735
1045,2019,FALSE,999999,Inf,72.9,88,10.805212719730967,10.575845118888516,43.8,43.855976554322794
1047,2010,FALSE,999999,Inf,127.6,83.9,10.693443789024132,10.419867721215448,35.3,61.23501997336884
1047,2011,FALSE,999999,Inf,128.2,84.1,10.6889404038801,10.414873019560632,34.9,58.84151520298963
1047,2012,FALSE,999999,Inf,122,85.5,10.682170021202335,10.408043563288524,36.3,60.27371222201102
1047,2013,FALSE,999999,Inf,119.4,85.6,10.67106943758126,10.40511096553732,37.7,58.92229597813354
1047,2014,FALSE,999999,Inf,105.1,85.7,10.66296071826755,10.395619533854864,38.65,60.72719967858578
1047,2015,FALSE,999999,Inf,109.8,87.9,10.649084858096993,10.386345707218064,39.6,60.35445496479728
1047,2016,FALSE,999999,Inf,106.1,89.6,10.631663982015468,10.379411124292854,41,56.8417928168596
1047,2017,FALSE,999999,Inf,109.7,89.6,10.615333810528558,10.367284459872344,42.4,55.68424260896069
1047,2018,FALSE,999999,Inf,109.9,88.6,10.597359470410533,10.354563171896343,43.8,54.31282346175963
1047,2019,FALSE,999999,Inf,109.5,88.9,10.575130158308562,10.33178989454705,43.8,49.831443456941464
1049,2010,FALSE,999999,Inf,72.6,76.5,11.156793230880718,10.896146557301432,35.3,52.239328201539536
1049,2011,FALSE,999999,Inf,65.1,76.7,11.164898731509329,10.90345744907524,34.9,51.66175851914178
1049,2012,FALSE,999999,Inf,63.4,78.3,11.16971658805616,10.9129224838081,36.3,50.71466788962776
1049,2013,FALSE,999999,Inf,60.2,77.1,11.171505006064963,10.91777575929152,37.7,48.25357635611066
1049,2014,FALSE,999999,Inf,59.1,79.1,11.17147686677548,10.920745162161406,38.65,49.68739980763065
1049,2015,FALSE,999999,Inf,52.9,82.4,11.171392444155796,10.923579585124024,39.6,51.36142161077672
1049,2016,FALSE,999999,Inf,49.3,83.4,11.169547438174869,10.924894770295266,41,50.05667181865018
1049,2017,FALSE,999999,Inf,49.3,82.7,11.173163824186258,10.927340374822949,42.4,48.194308145240434
1049,2018,FALSE,999999,Inf,52.2,81.2,11.173248097400068,10.932160092999556,43.8,48.48567530695771
1049,2019,FALSE,999999,Inf,61.7,81.3,11.17479184902235,10.934730650833384,43.8,46.85592750138709
1051,2010,FALSE,999999,Inf,54.1,85.7,11.259966828576832,11.022212877834797,35.3,45.11693373754872
1051,2011,FALSE,999999,Inf,52.3,86,11.272648470915174,11.038479985296988,34.9,46.23679577464789
1051,2012,FALSE,999999,Inf,53.8,86.8,11.281371646296048,11.049762385722545,36.3,45.745054430527915
1051,2013,FALSE,999999,Inf,58.9,87.7,11.288468551573487,11.057581850663242,37.7,44.66507477692598
1051,2014,FALSE,999999,Inf,64.9,88.5,11.293786385047255,11.066482100133506,38.65,44.70588235294118
1051,2015,FALSE,999999,Inf,61,90.7,11.299274218839363,11.074389494551175,39.6,44.70412729985082
1051,2016,FALSE,999999,Inf,62.8,91.5,11.301673428498756,11.07756284726566,41,42.433556318929675
1051,2017,FALSE,999999,Inf,64.7,91.3,11.30206862196345,11.08108044658523,42.4,40.3780988050651
1051,2018,FALSE,999999,Inf,69.7,90.1,11.304818298482132,11.085199410373813,43.8,38.7579965673272
1051,2019,FALSE,999999,Inf,66.5,91.1,11.303980633055833,11.084754519326426,43.8,34.526898460473966
