GEO_ID,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
1000,42.93171834775919,48.249176984097716,50.241621749332666,50.346573848612955,50.70750735589932,49.1136505806306,49.354908633350895,49.16998609103324,47.136962231174,44.86393074747346,43.35711793588794,40.965616383887024,38.233073572036034
1001,41.25850340136055,42.813700384122924,43.930725220349466,44.94163424124514,44.93320299771913,43.05052730993231,42.33492822966507,41.367637102234255,40.954522738630686,39.5797703396042,40.08097165991903,39.12047640861201,37.14810281517748
1003,35.80466336591765,46.66940283193105,45.18295669208703,45.00277623542476,45.84051193699237,43.5049598488427,43.055770122045416,43.69366967095088,40.94625838831557,37.64318217479994,35.59135039717564,31.972753471312547,29.456964571192824
1005,49.18657854600915,54.08443667249563,55.79058699101005,56.666666666666664,56.6320645905421,55.7367501456028,54.65669612508498,55.03626107977438,54.30728241563055,52.62172284644194,51.73160173160173,48.86052871467639,46.76936243046641
1007,46.01207499205592,48.6765655261459,48.641819330385346,48.39051998585073,50.513894175866,48.44290657439446,48.51485148514851,50.6660088801184,45.99027946537059,45.45454545454545,43.99092970521542,42.872807017543856,39.96185026227945
1009,42.98671166420586,46.060399636693916,45.88814030584964,46.72419666174633,47.13995026000452,47.20065866854858,47.61480727642793,48.721440459978815,46.213183730715286,43.88125690825833,40.66546221017766,38.72129671319225,36.24106562703054
1011,54.15567282321899,56.708860759493675,58.210116731517516,59.166666666666664,58.294930875576036,59.505300353356894,59.43896891584534,57.592592592592595,55.81643543223053,53.54919053549191,54.11042944785276,52.3936170212766,46.16368286445013
1013,48.40630472854641,54.235572055349316,55.26758667115449,55.76168391009632,56.153013352580295,56.59509202453987,56.61641541038526,56.15615615615616,52.67175572519084,51.39283683911313,51.25136017410229,47.863247863247864,44.130982367758186
1015,43.49989633008501,48.799178925761204,53.80653266331659,53.33973474164316,52.67725010090138,52.16769580760481,52.100716237170495,49.572649572649574,47.58328519160408,45.46774339896561,42.96675191815857,41.86867279650785,39.09544221852856
1017,45.689476948521815,51.88268684957427,51.99098422238918,52.92716808890653,52.423497878043335,52.04752811372798,52.9839883551674,53.41343528126706,49.791376912378304,48.285536159601,46.377749029754206,43.10887350534928,40.10840108401084
1019,44.54005934718101,48.11240420096509,50.52763819095477,52.98651252408478,51.27983894161634,50.02908667830134,49.832663989290495,51.33757961783439,48.01352493660186,45.06534474988734,43.624161073825505,41.627906976744185,40.33280507131538
1021,43.49949719867835,48.985629754860526,50.86218419997327,52.58209745762712,52.091521617069056,51.07127853241843,51.28712871287129,53.09655541674103,49.1989963327543,48.85343968095713,47.875210792580106,44.56456456456456,40.85510688836104
1023,44.03314917127072,49.544364508393286,51.465474416294086,51.19170984455958,51.90449118817509,50,49.76805831676607,49.63084495488105,49.647887323943664,46.17437722419929,46.095526914329035,43.350604490500864,40.44943820224719
1025,46.285714285714285,50.33167495854063,55.549311604383256,55.09164969450102,53.32386363636363,53.47985347985348,55.403645833333336,54.011976047904184,53.31230283911672,51.289899431569744,51.15984816533108,46.94431869624264,42.40428159736517
1027,45.672291780076215,50.859453993933265,53.92202912165336,53.84615384615385,52.544031311154605,51.646778042959426,51.559251559251564,53.50194552529183,50.98870056497176,46.470185058259084,46.9412477286493,41.68918918918919,39.6814404432133
1029,45.29680365296804,49.1047448522829,50.04541326067211,48.71670702179177,48.99328859060403,47.162426614481404,46.697300402067775,46.894197952218434,44.21864050455501,43.333333333333336,41.34319162045594,38.44621513944223,37.824161922833646
1031,45.13064133016627,47.67676767676768,47.942708333333336,49.32972241029113,46.741963509991315,47.209758833426804,46.24468587623996,47.19322434508568,43.7922758018765,40.345429846691246,38.21608509050196,36.8665239114918,35.8135593220339
1033,42.77620396600567,49.135802469135804,49.785801713586295,51.258376768428896,49.75632762144317,48.74941743048004,49.07198612315698,48.61320146205117,45.77114427860697,42.508297771455666,41.49108589951378,38.63588222834145,35.844899757655874
1035,48.03493449781659,52.59301014656145,57.98110392839383,58.73953717380601,60.88328075709779,58.87309110057926,59.940119760479035,60.46671242278655,58.77551020408164,55.60382276281495,50.34305317324185,47.931654676258994,42.56619144602851
1037,46.31655725747629,49.71223021582733,55.08793969849246,54.78615071283096,55.73440643863179,53.14730694354315,53.11795642374155,54.48154657293497,51.50410209662717,47.75977121067683,46.360917248255234,44.668911335578,41.65733482642777
1039,45.02191609267376,50.13574660633484,51.679104477611936,52.038193169298566,53.55855000948947,51.38024883359253,49.62438291478858,50.50258082042923,47.45529573590097,44.4791370990633,43.07604994324631,40.29933481152994,37.23310909622697
1041,48.32053742802303,51.872925557136085,51.84678522571819,51.92307692307693,52.002080083203325,51.1724856696196,51.445396145610275,51.09739368998628,48.80123743232792,46.28279883381924,45.20451339915374,41.46838885112169,39.479392624728845
1043,43.29683092749295,49.34762348555452,51.02056962025316,50.576537433155075,50.25520876914066,49.28198957079823,49.6416099981621,49.702949289200085,46.76477458537725,42.29543039319872,40.46621549038565,36.27886323268206,34.524562513177315
1045,42.965641952983724,50.075803517283205,50.275200503223786,50.20383512003623,49.67110540670624,49.23719286976072,49.329805996472665,48.6923240484797,48.9237668161435,46.649616368286445,46.162631338510735,43.855976554322794,42.17002237136465
1047,52.08985453875897,56.1793906196508,61.23501997336884,58.84151520298963,60.27371222201102,58.92229597813354,60.72719967858578,60.35445496479728,56.8417928168596,55.68424260896069,54.31282346175963,49.831443456941464,46.955690149824676
